N°,Rev.,Uso Frecuente,Descripción del Activo Fijo,Instrumento (Especificación),Código de inventario del Activo Fijo (Etiqueta) o LEO,Campus/Sede donde se encuentra físicamente el Activo Fijo,Departamento al que pertenece el Activo Fijo,Ubicación del Activo Fijo,RUT usuario responsable del Activo Fijo,Nombre del usuario responsable del Activo Fijo,Estado del Activo Fijo,Marca,Modelo,Serie,Fecha ingreso,Etiqueta USM,Comentarios,Código de inventario del Activo Fijo en Orden Aldabético
841,Baja,No,Notebook,Notebook,LEO-719,Baja,Baja,Baja,,Baja,DAF01.2025-ELECTRONICA,Samsung,-,,,-,,LEO-0719
842,Disponible,No,Tarjeta de desarrollo,Tarjeta FPGA,LEO-720,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,DIGILENT,Spartan-3,D216717,2009-10-27 00:00:00,-,,LEO-0720
843,Disponible,No,Tarjeta de desarrollo,Tarjeta FPGA,LEO-721,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,DIGILENT,Spartan-3,D216736,2009-10-27 00:00:00,-,,LEO-0721
844,Prestado,Sí,Tarjeta de desarrollo,Tarjeta FPGA,LEO-722,Casa Central,Electrónica,Profesor Héctor Carrasco,,Uso general ,Sin Uso,DIGILENT,Spartan-3,D216705,2009-10-27 00:00:00,-,,LEO-0722
845,Disponible,No,Cámara,Cámara IP,LEO-723,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,AXIS COMMUNICATIONS,2100,00408C5DEFF4,2009-11-02 00:00:00,-,,LEO-0723
846,Disponible,No,Teléfono,Teléfono Celular,LEO-724,Casa Central,Electrónica,Telemática,,Uso general ,Sin Uso,HTC,MAGIC,HT99TNK01700,2009-11-05 00:00:00,-,,LEO-0724
847,Disponible,No,Teléfono,Teléfono Celular,LEO-725,Casa Central,Electrónica,Telemática,,Uso general ,Sin Uso,HTC,MAGIC,HT99TNK01787,2009-11-05 00:00:00,-,,LEO-0725
848,Baja,No,Teléfono,Teléfono Celular,LEO-726,Baja,Baja,Baja,,Baja,Baja,HTC,MAGIC,HT99TNK01352,2009-11-05 00:00:00,-,,LEO-0726
849,Disponible,Sí,Teléfono,Teléfono Celular,LEO-727,Casa Central,Electrónica,Profesor Werner Creixell,,Uso general ,Sin Uso,HTC,MAGIC,HT99TNK00348,2009-11-05 00:00:00,-,,LEO-0727
850,Disponible,No,Teléfono,Teléfono Celular,LEO-728,Casa Central,Electrónica,Telemática,,Uso general ,Sin Uso,NOKIA,N78-3,0566010GP04R10,2009-11-27 00:00:00,-,,LEO-0728
851,Disponible,No,Probador de CI,Linear ic tester,LEO-729,Casa Central,Electrónica,Sala B 356,,Uso general ,Inoperativo,BK PRECISION,570A,9440025,2009-12-01 00:00:00,-,,LEO-0729
852,Disponible,Sí,Generador,Function/Arbitrary Waveform Generator,LEO-730,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,RIGOL,DG1022A,DG1D113101914,2009-12-01 00:00:00,010000017561,,LEO-0730
853,Disponible,Sí,Generador,Function/Arbitrary Waveform Generator,LEO-731,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,RIGOL,DG1022A,DG1D113202032,2009-12-01 00:00:00,-,,LEO-0731
854,Disponible,Sí,Generador,Function/Arbitrary Waveform Generator,LEO-732,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,RIGOL,DG1022A,DG1D113302094,2009-12-01 00:00:00,010000017563,,LEO-0732
855,Disponible,Sí,Generador,Function/Arbitrary Waveform Generator,LEO-733,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,RIGOL,DG1022A,DG1D112001063,2009-12-01 00:00:00,010000018708,,LEO-0733
856,Disponible,Sí,Generador,Function/Arbitrary Waveform Generator,LEO-734,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,RIGOL,DG1022A,DG1D113202007,2009-12-01 00:00:00,-,,LEO-0734
857,Disponible,Sí,Analizador,Analizador de Espectro,LEO-735,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,Agilent,N9320B,CN03224161,2009-12-03 00:00:00,-,,LEO-0735
858,Baja,No,Notebook,Notebook,LEO-736,Baja,Baja,Baja,,Baja,DAF01.2025-ELECTRONICA,Hewlett Packard,Compaq 6530B,CNU9201TK9,2009-12-03 00:00:00,10000017649,,LEO-0736
859,No Disponible,No,Caja Herramientas,"Caja de herramientas hammer 26""",LEO-737,Casa Central,Electrónica,-,,Uso general ,-,Bauker,17186772,7290005552670,2009-12-30 00:00:00,-,,LEO-0737
860,Disponible,No,Caja Herramientas,"Caja de herramientas hammer 26""",LEO-738,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,Bauker,17186772,7290005552670,2009-12-30 00:00:00,-,,LEO-0738
861,Disponible,No,Osciloscopio,Osciloscopio,LEO-739,Casa Central,Electrónica,Sala B 028,,Personal de Taller,Inoperativo,Agilent,DSO1024A,CN49484896,2010-03-03 00:00:00,-,,LEO-0739
862,Disponible,No,Osciloscopio,Osciloscopio,LEO-740,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,Agilent,DSO1024A,CN49535942,2010-03-03 00:00:00,010000017631,,LEO-0740
863,Disponible,No,Servo,Servomotor AC,LEO-741,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,CONTROL TECHNIQUES,75UMC300CACAA,797062,2010-03-03 00:00:00,-,,LEO-0741
864,Disponible,Sí,Fuente de Poder,Fuente de poder doble,LEO-742,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,Gwinstek,GPS-3303,EI842917,2010-03-08 00:00:00,-,,LEO-0742
865,Prestado,Sí,Fuente de Poder,Fuente de poder doble,LEO-743,Casa Central,Electrónica,Profesor Alejandro Weinstein,,Uso general ,Operativo,Gwinstek,GPS-3303,EI842911,2010-03-08 00:00:00,-,,LEO-0743
866,Disponible,No,Fuente de Poder,"Fuente de poder  +5,-5 ,+12,-12",LEO-744,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,USM,Fuente de PC,-,2010-03-25 00:00:00,-,,LEO-0744
867,Disponible,No,Fuente de Poder,"Fuente de poder  +5,-5 ,+12,-12",LEO-745,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,USM,Fuente de PC,-,2010-03-25 00:00:00,-,,LEO-0745
868,Disponible,No,Fuente de Poder,"Fuente de poder  +5,-5 ,+12,-12",LEO-746,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,USM,Fuente de PC,-,2010-03-25 00:00:00,-,,LEO-0746
869,Disponible,No,Fuente de Poder,"Fuente de poder  +5,-5 ,+12,-12",LEO-747,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,USM,"ATX 2,03(P4)",-,2010-03-25 00:00:00,-,,LEO-0747
870,No Disponible,No,Fuente de Poder,"Fuente de poder  +5,-5 ,+12,-12",LEO-748,Casa Central,Electrónica,-,,Uso general ,-,USM,"ATX 2,03(P4)",-,2010-03-25 00:00:00,-,,LEO-0748
871,No Disponible,No,Fuente de Poder,"Fuente de poder  +5,-5 ,+12,-12",LEO-749,Casa Central,Electrónica,-,,Uso general ,-,USM,Fuente de PC,-,2010-03-25 00:00:00,-,,LEO-0749
872,Disponible,No,Fuente de Poder,"Fuente de poder  +5,-5 ,+12,-12",LEO-750,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,USM,"ATX 2,03(P4)",-,2010-03-25 00:00:00,-,,LEO-0750
873,Disponible,No,Fuente de Poder,"Fuente de poder  +5,-5 ,+12,-12",LEO-751,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,USM,"ATX 2,03(P4)",-,2010-03-25 00:00:00,-,,LEO-0751
874,Disponible,No,Tarjeta de desarrollo,Tarjeta FPGA,LEO-752,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,DIGILENT,Spartan-3e,D225645,2010-03-26 00:00:00,-,,LEO-0752
875,Disponible,No,Tarjeta de desarrollo,Tarjeta FPGA,LEO-753,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,DIGILENT,Spartan-3e,D203954,2010-03-26 00:00:00,-,,LEO-0753
876,Disponible,No,Tarjeta de desarrollo,Tarjeta FPGA,LEO-754,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,DIGILENT,Spartan-3e,D225695,2010-03-26 00:00:00,-,,LEO-0754
877,Disponible,No,Tarjeta de desarrollo,Tarjeta FPGA,LEO-755,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,DIGILENT,Spartan-3e,D225604,2010-03-26 00:00:00,-,,LEO-0755
878,Disponible,No,Tarjeta de desarrollo,Tarjeta FPGA,LEO-756,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,DIGILENT,Spartan-3e,D203934,2010-03-26 00:00:00,-,,LEO-0756
879,No Disponible,No,Tripode,Tripode,LEO-757,Casa Central,Electrónica,-,,Uso general ,-,SOLIGOR,M-036,-,2010-03-26 00:00:00,-,,LEO-0757
880,Disponible,No,Tripode,Tripode,LEO-758,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,SOLIGOR,M-036,-,2010-03-26 00:00:00,-,,LEO-0758
881,Disponible,No,Tripode,Tripode,LEO-759,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,SOLIGOR,VT-6006,-,2010-03-26 00:00:00,-,,LEO-0759
882,Prestado,Sí,Pie de Metro Digital,Digimatic Caliper,LEO-760,Casa Central,Electrónica,Profesor Héctor Carrasco,,Uso general ,Operativo,MITUTOYO,500-144,32863,2010-03-26 00:00:00,-,,LEO-0760
883,No Disponible,No,Tripode,Tripode,LEO-761,Casa Central,Electrónica,-,,Uso general ,-,SOLIGOR,VT-6006,-,2010-03-26 00:00:00,-,,LEO-0761
884,Disponible,No,Compresor,Compresor doble pistón,LEO-762,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,-,JD 120,-,2010-07-12 00:00:00,-,,LEO-0762
885,Disponible,No,Telón Difusión,Panel araña curvo 3 cuerpos,LEO-763,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,Creative Line,Creative Line,-,2010-08-30 00:00:00,-,,LEO-0763
886,No Disponible,No,Tarjeta de desarrollo,Tarjeta USRP1,LEO-764,Casa Central,Electrónica,-,,Uso general ,-,Ettus Research,USRP-LF rev 4.5,5454,2010-09-08 00:00:00,-,,LEO-0764
887,Disponible,Sí,Analizador,Analizador de Espectro,LEO-765,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,Agilent,N9320B,CN03225634,2010-10-13 00:00:00,-,,LEO-0765
888,Prestado,Sí,Analizador,Analizador de Espectro,LEO-766,Casa Central,Electrónica,Sala B 357,,Uso general ,Operativo,3196,zvl13,1303.6509k13-100921-ez,2011-03-18 00:00:00,-,,LEO-0766
889,No Disponible,No,Televisor,"Televisor 23"" ",LEO-767,Casa Central,Electrónica,-,,Uso general ,-,LG,FLATRON M327WA,009KCTB0C433,2011-03-30 00:00:00,-,,LEO-0767
890,Disponible,No,Osciloscopio,Osciloscopio digital 4 canales 100 MHz,LEO-768,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,RIGOL,DS1104B,DS1BC122400145,2011-04-15 00:00:00,010000019849,,LEO-0768
891,Disponible,No,Tarjeta de desarrollo,WSN-Imote2,LEO-769,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,Crossbow,Imote2,-,2011-06-02 00:00:00,-,,LEO-0769
892,Disponible,No,Tarjeta de desarrollo,WSN-Imote2,LEO-770,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,Crossbow,Imote2,-,2011-06-02 00:00:00,-,,LEO-0770
893,Disponible,No,Tarjeta de desarrollo,WSN-Imote2,LEO-771,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,Crossbow,Imote2,-,2011-06-02 00:00:00,-,,LEO-0771
894,Disponible,No,Tarjeta de desarrollo,WSN-Imote2,LEO-772,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,Crossbow,Imote2,-,2011-06-02 00:00:00,-,,LEO-0772
895,Disponible,No,Teléfono,Teléfono Celular,LEO-773,Casa Central,Electrónica,Telemática,,Uso general ,Sin Uso,LG,lg-e900h,103kpdt015562,2011-06-09 00:00:00,-,,LEO-0773
896,Disponible,No,Teléfono,Teléfono Celular,LEO-774,Casa Central,Electrónica,Telemática,,Uso general ,Sin Uso,LG,lg-e900h,103KPLC015848,2011-06-09 00:00:00,-,,LEO-0774
897,Disponible,No,Teléfono,Teléfono Celular,LEO-775,Casa Central,Electrónica,Telemática,,Uso general ,Sin Uso,LG,lg-e900h,103KPMZ015515,2011-06-09 00:00:00,-,,LEO-0775
898,Disponible,No,Teléfono,Teléfono Celular,LEO-776,Casa Central,Electrónica,Telemática,,Uso general ,Sin Uso,LG,lg-e900h,103KPGS015751,2011-06-09 00:00:00,-,,LEO-0776
899,Disponible,No,Teléfono,Teléfono Celular,LEO-777,Casa Central,Electrónica,Telemática,,Uso general ,Sin Uso,SONY-ERICSSON,E15a/Xperia X8,BX902B8674,2011-06-09 00:00:00,-,,LEO-0777
900,Disponible,No,Teléfono,Teléfono Celular,LEO-778,Casa Central,Electrónica,Telemática,,Uso general ,Sin Uso,SONY-ERICSSON,E15a/Xperia X8,BX902BB6EM,2011-06-09 00:00:00,-,,LEO-0778
901,Disponible,No,Teléfono,Teléfono Celular,LEO-779,Casa Central,Electrónica,Telemática,,Uso general ,Sin Uso,SONY-ERICSSON,E15a/Xperia X8,BX90286CUD,2011-06-09 00:00:00,-,,LEO-0779
902,Disponible,No,Teléfono,iPhone,LEO-780,Casa Central,Electrónica,Telemática,,Uso general ,Sin Uso,APPLE,A1332,7R1154PUA4S,2011-06-09 00:00:00,-,,LEO-0780
903,Baja,Sí,Teléfono,iPhone,LEO-781,Baja,Baja,Baja,,Baja,Baja,APPLE,A1332,7R1155ULA4S,2011-06-09 00:00:00,-,,LEO-0781
904,Disponible,No,Teléfono,Teléfono Celular,LEO-782,Casa Central,Electrónica,Telemática,,Uso general ,Sin Uso,LG,LG-P350g,104KPJP001372,2011-06-09 00:00:00,-,,LEO-0782
905,Disponible,No,Teléfono,Teléfono Celular,LEO-783,Casa Central,Electrónica,Telemática,,Uso general ,Sin Uso,LG,LG-P350g,104KPYR002962,2011-06-09 00:00:00,-,,LEO-0783
906,Disponible,No,Teléfono,Teléfono Celular,LEO-784,Casa Central,Electrónica,Telemática,,Uso general ,Sin Uso,LG,LG-P350g,104KPED001820,2011-06-09 00:00:00,-,,LEO-0784
907,Prestado,Sí,Tablet,Tablet,LEO-785,Casa Central,Electrónica,Alumno Matías Bravo,,Uso general ,Operativo,SAMSUNG,GT-P1000L,R8YZC14570L,2011-06-09 00:00:00,-,,LEO-0785
908,Disponible,No,Tablet,Tablet (recibido sin cargador),LEO-786,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,SAMSUNG,GT-P1000L,R1XZC47156A,2011-06-09 00:00:00,-,,LEO-0786
909,Disponible,No,Tarjeta de desarrollo,Kit starter para tms320c6,LEO-787,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,SPECTRUM DIGITAL,TMS3200C6748,C6B_1104137,2011-06-13 00:00:00,-,,LEO-0787
910,Disponible,No,Tarjeta de desarrollo,Kit starter para tms320c6,LEO-788,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,SPECTRUM DIGITAL,TMS3200C6748,C6B_1104152,2011-06-13 00:00:00,-,,LEO-0788
911,Disponible,No,Tarjeta de desarrollo,Kit starter para tms320c6,LEO-789,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,SPECTRUM DIGITAL,TMS3200C6748,C6B_1103178,2011-06-13 00:00:00,-,,LEO-0789
912,Disponible,No,Tarjeta de desarrollo,Kit starter para tms320c6,LEO-790,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,SPECTRUM DIGITAL,TMS3200C6748,C6B_1103200,2011-06-13 00:00:00,-,,LEO-0790
913,Disponible,No,Tarjeta de desarrollo,Kit starter para tms320c6,LEO-791,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,SPECTRUM DIGITAL,TMS3200C6748,C6B_1101217,2011-06-13 00:00:00,-,,LEO-0791
914,Disponible,No,Tarjeta de desarrollo,Kit starter para tms320c6,LEO-792,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,SPECTRUM DIGITAL,TMS3200C6748,C6B_1104269,2011-06-13 00:00:00,-,,LEO-0792
915,Disponible,No,Tarjeta de desarrollo,Kit starter para tms320c6,LEO-793,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,SPECTRUM DIGITAL,TMS3200C6748,C6B_1105175,2011-06-23 00:00:00,-,,LEO-0793
916,Disponible,No,Tarjeta de desarrollo,Kit starter para tms320c6,LEO-794,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,SPECTRUM DIGITAL,TMS3200C6748,C6B_1105127,2011-06-23 00:00:00,-,,LEO-0794
917,Disponible,No,Tarjeta de desarrollo,Kit starter para tms320c6,LEO-795,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,SPECTRUM DIGITAL,TMS3200C6748,C6B_1105104,2011-06-23 00:00:00,-,,LEO-0795
918,Disponible,No,Tarjeta de desarrollo,Kit starter para tms320c6,LEO-796,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,SPECTRUM DIGITAL,TMS3200C6748,C6B_1105162,2011-06-23 00:00:00,-,,LEO-0796
919,Disponible,No,Tarjeta de desarrollo,Kit starter para tms320c6,LEO-797,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,SPECTRUM DIGITAL,TMS3200C6748,C6B_1105137,2011-06-23 00:00:00,-,,LEO-0797
920,Prestado,Sí,Sonda Diferencial,Punta de prueba diferencial 25 MHz,LEO-798,Casa Central,Electrónica,Profesor Samir Kouro,,Uso general ,Operativo,Pintek electronics,DP-25,20110390,2011-07-18 00:00:00,-,,LEO-0798
921,Prestado,Sí,Sonda Diferencial,Punta de prueba diferencial 25 MHz,LEO-799,Casa Central,Electrónica,Profesor Samir Kouro,,Uso general ,Operativo,Pintek electronics,DP-25,20110381,2011-07-18 00:00:00,-,,LEO-0799
922,Disponible,No,Teléfono,Teléfono inalámbrico digital,LEO-800A,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,PANASONIC,KX-TG1311LC,1EBQB024882,2011-07-22 00:00:00,-,,LEO-800A
923,Disponible,No,Teléfono,Teléfono inalámbrico digital,LEO-800B,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,PANASONIC,PNLC1005ZA,1EBQA,2011-07-22 00:00:00,-,,LEO-800B
924,Disponible,No,Notebook,Notebook,LEO-801,Casa Central,Electrónica,Sala B 356,,Uso general ,Inoperativo,APPLE,A1342,45104JQF5W,2011-07-26 00:00:00,-,,LEO-0801
925,Disponible,No,Notebook,Notebook,LEO-802,Casa Central,Electrónica,Sala B 356,,Uso general ,Inoperativo,APPLE,A1342,451047nf5w,2011-07-26 00:00:00,-,,LEO-0802
926,Disponible,No,Ipad,iPad,LEO-803,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,APPLE,A1395,DMPG1VDGDFHW,2011-08-11 00:00:00,-,,LEO-0803
927,Disponible,No,Ipad,iPad (sin cable),LEO-804,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,APPLE,A1395,DMQG12FBDFHW,2011-08-11 00:00:00,-,,LEO-0804
928,Disponible,Sí,Analizador,Analizador de calidad de energía y potencia,LEO-805,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,HIOKI,3196,50520539,2011-08-25 00:00:00,-,,LEO-0805
929,Disponible,Sí,Analizador,Analizador de calidad de energía y potencia,LEO-806,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,HIOKI,3196,50520538,2011-08-25 00:00:00,-,,LEO-0806
930,Disponible,No,Equipo para Fibra Óptica,Riel de friba optica,LEO-807,Casa Central,Electrónica,Sala B 356,,Uso general ,sin uso,Optosci,TIPO GRADED INDEX,12595,2011-09-13 00:00:00,-,,LEO-0807
931,Disponible,No,Generador,Generador,LEO-808,Casa Central,Electrónica,Sala B 356,,Uso general ,sin uso,Optosci,PRBS,12595,2011-09-13 00:00:00,010000017680,,LEO-0808
932,Prestado,Sí,Equipo para Fibra Óptica,Amplificador de fibra,LEO-809,Casa Central,Electrónica,Profesor Ricardo Olivares,,Uso general ,sin uso,Optosci,Erbium doped,14117,2011-09-13 00:00:00,-,,LEO-0809
933,Disponible,No,Equipo para Fibra Óptica,Source receiver unit,LEO-810,Casa Central,Electrónica,Sala B 356,,Uso general ,sin uso,Optosci,ED-AMP,14117,2011-09-13 00:00:00,010000017682,,LEO-0810
934,Prestado,Sí,Sonda de Corriente,Puntas de prueba de corriente,LEO-811,Casa Central,Electrónica,Profesor Samir Kouro,,Uso general ,Operativo,AEMC instruments,SL261,253661 JGDV,2011-10-11 00:00:00,-,,LEO-0811
935,Prestado,Sí,Sonda de Corriente,Puntas de prueba de corriente,LEO-812,Casa Central,Electrónica,Profesor Samir Kouro,,Uso general ,Operativo,AEMC instruments,SL261,253662 JGDV,2011-10-11 00:00:00,-,,LEO-0812
936,Prestado,Sí,Multímetro,Multímetro Digital,LEO-813,Casa Central,Electrónica,Profesor Samir Kouro,,Uso general ,Operativo,FLUKE,Fluke-115,16210395,2011-10-11 00:00:00,-,,LEO-0813
937,No Disponible,No,Variac,Variac trifásico,LEO-814,Casa Central,Electrónica,-,,Uso general ,-,CARROL AND MEYNELL LTDA,CMV 20E-3,556/92010,2011-11-17 00:00:00,-,,LEO-0814
938,Disponible,Sí,Fuente de Poder,Fuente de poder +/- 30 volts/3a,LEO-815,Casa Central,Electrónica,Sala B 359A,,Uso general ,Operativo,MASTECH,HY 3003D-3,308129,2011-12-12 00:00:00,-,,LEO-0815
939,Disponible,Sí,Fuente de Poder,Fuente de poder +/- 30 volts/3a,LEO-816,Casa Central,Electrónica,Sala B 359A,,Uso general ,Operativo,MASTECH,HY 3003D-3,308122,2011-12-12 00:00:00,-,,LEO-0816
940,Disponible,Sí,Fuente de Poder,Fuente de poder +/- 30 volts/3a,LEO-817,Casa Central,Electrónica,Sala B 359A,,Uso general ,Operativo,MASTECH,HY 3003D-3,308130,2011-12-12 00:00:00,-,,LEO-0817
941,Disponible,Sí,Fuente de Poder,Fuente de poder +/- 30 volts/3a,LEO-818,Casa Central,Electrónica,Sala B 359A,,Uso general ,Operativo,MASTECH,HY 3003D-3,308119,2011-12-12 00:00:00,-,,LEO-0818
942,Disponible,Sí,Fuente de Poder,Fuente de poder +/- 30 volts/3a,LEO-819,Casa Central,Electrónica,Sala B 359A,,Uso general ,Operativo,MASTECH,HY 3003D-3,308113,2011-12-12 00:00:00,-,,LEO-0819
943,Disponible,Sí,Fuente de Poder,Fuente de poder +/- 30 volts/3a,LEO-820,Casa Central,Electrónica,Sala B 028,,Uso general ,Operativo,MASTECH,HY 3003D-3,308125,2011-12-12 00:00:00,-,,LEO-0820
944,Disponible,Sí,Fuente de Poder,Fuente de poder +/- 30 volts/3a,LEO-821,Casa Central,Electrónica,Sala B 359A,,Uso general ,Operativo,MASTECH,HY 3003D-3,308126,2011-12-12 00:00:00,-,,LEO-0821
945,Disponible,Sí,Fuente de Poder,Fuente de poder +/- 30 volts/3a,LEO-822,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,Mastech,HY 3003D-3,308120,2011-12-12 00:00:00,-,,LEO-0822
946,Disponible,Sí,Fuente de Poder,Fuente de poder +/- 30 volts/3a,LEO-823,Casa Central,Electrónica,Sala B 359A,,Uso general ,Operativo,MASTECH,HY 3003D-3,308121,2011-12-12 00:00:00,-,,LEO-0823
947,Disponible,Sí,Fuente de Poder,Fuente de poder +/- 30 volts/3a,LEO-824,Casa Central,Electrónica,Sala B 359A,,Uso general ,Operativo,MASTECH,HY 3003D-3,308112,2011-12-12 00:00:00,-,,LEO-0824
948,Disponible,Sí,Sonda Diferencial,Punta de prueba diferencial 25 MHz,LEO-825,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,AEMC instruments,DP-25,20110611,2011-12-27 00:00:00,-,,LEO-0825
949,Disponible,Sí,Sonda Diferencial,Punta de prueba diferencial 25 MHz,LEO-826,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,AEMC instruments,DP-25,20110633,2011-12-27 00:00:00,-,,LEO-0826
950,Disponible,Sí,Sonda Diferencial,Punta de prueba diferencial 25 MHz,LEO-827,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,AEMC instruments,DP-25,20110653,2011-12-27 00:00:00,-,,LEO-0827
951,Disponible,Sí,Sonda Diferencial,Punta de prueba diferencial 25 MHz,LEO-828,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,AEMC instruments,DP-25,20110597,2011-12-27 00:00:00,-,,LEO-0828
952,No Disponible,No,Sonda Diferencial,Punta de prueba diferencial 25 MHz,LEO-829,Casa Central,Electrónica,-,,Uso general ,-,AEMC instruments,DP-25,20110201,2011-12-27 00:00:00,-,,LEO-0829
953,Disponible,Sí,Sonda Diferencial,Punta de prueba diferencial 25 MHz,LEO-830,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,AEMC instruments,DP-25,20110203,2011-12-27 00:00:00,-,,LEO-0830
954,Disponible,Sí,Sonda de Corriente,Puntas de prueba de corriente,LEO-831,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,AEMC instruments,SL261,262341JLDV,2012-03-02 00:00:00,-,,LEO-0831
955,No Disponible,No,Sonda de Corriente,Puntas de prueba de corriente,LEO-832,Casa Central,Electrónica,-,,Uso general ,-,AEMC instruments,SL261,100640JMDV,2012-03-02 00:00:00,-,,LEO-0832
956,Disponible,Sí,Sonda de Corriente,Puntas de prueba de corriente,LEO-833,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,AEMC instruments,SL261,100652JMDV,2012-03-02 00:00:00,-,,LEO-0833
957,Disponible,Sí,Sonda de Corriente,Puntas de prueba de corriente,LEO-834,Casa Central,Electrónica,Sala B 356,,Uso general ,Operativo,AEMC instruments,SL261,262344JLDV,2012-03-02 00:00:00,-,,LEO-0834
958,No Disponible,No,Sonda de Corriente,Puntas de prueba de corriente,LEO-835,Casa Central,Electrónica,-,,Uso general ,-,AEMC instruments,SL261,262342JLDV,2012-03-02 00:00:00,-,,LEO-0835
959,Prestado,Sí,Sonda de Corriente,Puntas de prueba de corriente,LEO-836,Casa Central,Electrónica,Alumno Reinier Lopez,,Uso general ,Operativo,AEMC instruments,SL261,262340JLDV,2012-03-02 00:00:00,-,,LEO-0836
960,Disponible,No,Cargador de Baterías,Cargador de baterías,LEO-837,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,Lianlong,LLD2508,-,2012-03-23 00:00:00,-,,LEO-0837
961,Disponible,No,Cargador de Baterías,Cargador de baterías,LEO-838,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,Lianlong,LLD2508,-,2012-03-23 00:00:00,-,,LEO-0838
962,Disponible,No,Cargador de Baterías,Cargador de baterías,LEO-839,Casa Central,Electrónica,Sala B 356,,Uso general ,Sin Uso,Lianlong,LLD2508,-,2012-03-23 00:00:00,-,,LEO-0839
